브랜드,카테고리,지점,전화번호,주차시설,주소,위도,경도
이마트,마트,노브랜드 홍성홍북점,041-635-0441,총 110대,"""충남 홍성군 홍북읍 청사로 146 (신경리",37.5004641,127.0467225
이마트,마트,노브랜드 화성 반송2점,031-8015-3512,총 7대,경기 화성시 동탄공원로 28,37.5004641,127.0467225
이마트,마트,노브랜드 화성남양점,031-357-6270,총 42대,경기 화성시 남양읍 시청로160번길 46 (남양리) 1층 104~106호,37.5004641,127.0467225
이마트,마트,노브랜드 화성능동점,031-8015-4145,총 60대,경기 화성시 여울로 178-5 (능동) 1층,37.5004641,127.0467225
이마트,마트,노브랜드 화성동탄더블루점,031-8015-1780,총 10대,"""경기 화성시 노작로 203 (반송동",37.5004641,127.0467225
이마트,마트,노브랜드 화성동탄리치안점,031-378-6879,총 123대,경기 화성시 동탄순환대로 263 (산척동) B1층,37.5004641,127.0467225
이마트,마트,노브랜드 화성동탄자이점,031-378-5986,총 20대,"""경기 화성시 동탄대로24길 117 (영천동",37.5004641,127.0467225
이마트,마트,노브랜드 화성동탄장지점,031-378-8793,총 대,경기 화성시 경기동로317번가길 30-7 (장지동),37.5004641,127.0467225
이마트,마트,노브랜드 화성반송점,031-8015-5831,총 80대,경기 화성시 새강3길 27 (반송동) 1층,37.5004641,127.0467225
이마트,마트,노브랜드 화성반월점,031-273-7801,총 30대,경기 화성시 영통로26번길 20 (반월동),37.5004641,127.0467225
이마트,마트,노브랜드 화성봉담점,031-278-5915,총 50대,경기 화성시 봉담읍 동화새터길 62 (동화리) 1층,37.5004641,127.0467225
이마트,마트,노브랜드 화성수원대점,031-226-9654,총 null대,"""경기 화성시 봉담읍 와우안길 17 (와우리",37.5004641,127.0467225
이마트,마트,노브랜드 화성진안점,031-898-8552,총 15대,경기 화성시 효행로 995 (진안동),37.5004641,127.0467225
이마트,마트,노브랜드 화성향남점,031-354-9002,총 200대,경기 화성시 향남읍 상신하길로328번길 8-13 (하길리) 1동,37.5004641,127.0467225
이마트,마트,노브랜드 화성향남행정점,031-8059-2550,총 12대,경기 화성시 향남읍 행정동로 17 (행정리),37.5004641,127.0467225
이마트,마트,논현점,02-3448-9300,총 45대,서울 강남구 강남대로 512,37.5004641,127.0467225
이마트,마트,다산점,031-579-1234,총 650대,경기도 남양주시 도농로 24,37.5004641,127.0467225
이마트,마트,대전터미널점,042-615-1234,"""총 1327대""",대전광역시 동구 동서대로 1689,37.5004641,127.0467225
이마트,마트,동광주점,062-519-1234,총 253대,광주 동구 중앙로 358,37.5004641,127.0467225
이마트,마트,동구미점,054-480-1234,총 705대,경상북도 구미시 이계북로 23,37.5004641,127.0467225
이마트,마트,동백점,031-546-1234,"""총 1512대""",경기도 용인시 기흥구 동백죽전대로 444,37.5004641,127.0467225
이마트,마트,동인천점,032-451-1234,총 800대,인천 중구 인중로 134,37.5004641,127.0467225
이마트,마트,동탄점,031-647-1234,총 828대,경기도 화성시 동탄중앙로 376,37.5004641,127.0467225
이마트,마트,동해점,033-539-7123,총 381대,강원도 동해시 천곡로 100,37.5004641,127.0467225
이마트,마트,둔산점,042-479-1234,총 850대,대전 서구 둔산북로 41,37.5004641,127.0467225
이마트,마트,마산점,055-711-1234,총 736대,경상남도 창원시 마산합포구 서성로 3,37.5004641,127.0467225
이마트,마트,마포점,02-2197-1234,총 364대,서울특별시 마포구 백범로 212,37.5004641,127.0467225
이마트,마트,만촌점,053-602-1234,총 835대,대구광역시 수성구  동원로 136 이마트 만촌점,37.5004641,127.0467225
이마트,마트,명일점,02-2145-1234,총 433대,서울 강동구 고덕로 276,37.5004641,127.0467225
이마트,마트,목동점,02-6923-1234,총 717대,서울특별시 양천구 오목로 299,37.5004641,127.0467225
이마트,마트,목포점,061-260-1234,총 624대,전남 목포시 옥암로 138,37.5004641,127.0467225
이마트,마트,묵동점,02-2083-1234,총 217대,서울특별시 중랑구 동일로 932,37.5004641,127.0467225
이마트,마트,문현점,051-609-1234,총 838대,부산광역시 남구 전포대로91번길 47,37.5004641,127.0467225
이마트,마트,미아점,02-944-1234,총 192대,서울특별시 성북구 도봉로 17 (길음동),37.5004641,127.0467225
이마트,마트,반야월점,053-665-1234,총 718대,대구광역시 동구 안심로 389-2,37.5004641,127.0467225
이마트,마트,베이비서클 고양점,-,총 4500대,경기도 고양시 덕양구 고양대로 1955(동산동),37.5004641,127.0467225
이마트,마트,별내점,031-550-1234,총 581대,경기도 남양주시 순화궁로 167 (별내동),37.5004641,127.0467225
이마트,마트,보라점,031-8009-1234,총 387대,경기도 용인시 기흥구 한보라1로 92,37.5004641,127.0467225
이마트,마트,보령점,041-640-1234,총 300대,충청남도 보령시 해안로 25,37.5004641,127.0467225
이마트,마트,봉선점,062-611-1234,총 580대,광주광역시 남구 봉선로 198,37.5004641,127.0467225
이마트,마트,부천점,032-610-5123,총 737대,"""경기 부천시 부천로 1 (심곡본동",37.5004641,127.0467225
이마트,마트,분당점,031-710-1234,총 779대,경기도 성남시 분당구 불정로 134,37.5004641,127.0467225
이마트,마트,사상점,051-329-1234,총 577대,부산광역시 사상구 광장로 17,37.5004641,127.0467225
이마트,마트,사천점,055-850-1234,총 408대,경상남도 사천시 삼천포대교로 591,37.5004641,127.0467225
이마트,마트,산본점,031-450-1234,총 625대,경기 군포시 산본로 347,37.5004641,127.0467225
이마트,마트,상봉점,02-490-1234,총 579대,서울 중랑구 상봉로 118,37.5004641,127.0467225
이마트,마트,상주점,054-537-1234,총 454대,경상북도 상주시 경상대로 3141,37.5004641,127.0467225
이마트,마트,서귀포점,064-797-1234,총 480대,제주특별자치도 서귀포시 일주동로 9209,37.5004641,127.0467225
이마트,마트,서산점,041-670-1234,총 446대,충청남도 서산시 서해로 3685,37.5004641,127.0467225
이마트,마트,서수원점,031-895-1234,총 916대,경기도 수원시 권선구 수인로 291,37.5004641,127.0467225
이마트,마트,성남점,031-8023-1234,총 805대,경기도 성남시 수정구 수정로 201,37.5004641,127.0467225
이마트,마트,성서점,053-605-1234,총 970대,대구 달서구 이곡동로 24,37.5004641,127.0467225
이마트,마트,성수점,02-3408-1234,"""총 1100대""",서울 성동구 뚝섬로 379,37.5004641,127.0467225
이마트,마트,세종점,044-902-1234,총 615대,세종특별자치시 금송로 687,37.5004641,127.0467225
이마트,마트,센텀점,051-745-2383,"""총 1130대""",부산광역시 해운대구 센텀4로 15 신세계 센텀시티몰,37.5004641,127.0467225
이마트,마트,속초점,033-630-1234,총 422대,강원도 속초시 설악금강대교로 12,37.5004641,127.0467225
이마트,마트,수색점,02-6943-1234,총 228대,"""서울 은평구 수색로 217 (수색동",37.5004641,127.0467225
이마트,마트,수서점,02-451-6123,"""총 1000대""",서울특별시 강남구 광평로 280,37.5004641,127.0467225
이마트,마트,수원점,031-207-1234,총 822대,"""경기 수원시 권선구 경수대로 270 (권선동",37.5004641,127.0467225
이마트,마트,수지점,031-270-1234,총 714대,경기도 용인시 수지구 수지로 203 (신봉동),37.5004641,127.0467225
이마트,마트,순천점,061-749-1234,총 676대,전라남도 순천시 팔마로 191,37.5004641,127.0467225
이마트,마트,스타필드 고양점,031-5174-1015,총 4500대,"""경기 고양시 덕양구 고양대로 1955 (동산동",37.5004641,127.0467225
이마트,마트,스타필드 하남점,031-8069-4030,"""총 6200대""",경기도 하남시 미사대로 750 하남 스타필드 1층,37.5004641,127.0467225
이마트,마트,시화점,031-496-4123,총 576대,경기도 시흥시 정왕대로 210,37.5004641,127.0467225
이마트,마트,신도림점,02-6715-1234,"""총 2200대""",서울특별시 구로구 새말로 97 테크노마트 지하2층,37.5004641,127.0467225
이마트,마트,신월점,02-6716-1234,총 65대,서울특별시 양천구 화곡로 59,37.5004641,127.0467225
이마트,마트,신제주점,064-798-1234,총 297대,제주특별자치도 제주시 1100로 3348,37.5004641,127.0467225
이마트,마트,신촌점,064-798-1234,총 297대,제주특별자치도 제주시 1100로 3348,37.5004641,127.0467225
이마트,마트,아산점,041-422-1234,총 435대,충청남도 아산시 온천대로 1678,37.5004641,127.0467225
이마트,마트,안동점,054-850-1234,총 438대,경북 안동시 옥동 1길2,37.5004641,127.0467225
이마트,마트,안성점,031-686-1234,총 513대,경기도 안성시 중앙로 246,37.5004641,127.0467225
이마트,마트,안양점,031-380-3300,총 580대,경기도 안양시 동안구 관악대로 104,37.5004641,127.0467225
이마트,마트,양산점,055-371-8123,총 778대,경상남도 양산시 양산역6길 12,37.5004641,127.0467225
이마트,마트,양재점,02-2155-1234,총 649대,서울특별시 서초구 매헌로 16,37.5004641,127.0467225
이마트,마트,양주점,031-860-0123,총 593대,경기도 양주시 평화로 1713,37.5004641,127.0467225
이마트,마트,여수점,061-650-1234,총 510대,전남 여수시 좌수영로 277,37.5004641,127.0467225
이마트,마트,여의도점,02-2280-1234,총 280대,서울특별시 영등포구 여의동로3길 10,37.5004641,127.0467225
이마트,마트,여주점,031-887-6123,총 433대,경기도 여주시 세종로 151,37.5004641,127.0467225
이마트,마트,역삼점,02-6908-1234,총 369대,서울특별시 강남구 역삼로 310,37.5004641,127.0467225
이마트,마트,연수점,032-820-1234,총 849대,인천광역시 연수구 경원대로 184,37.5004641,127.0467225
이마트,마트,연제점,051-860-1234,총 919대,부산 연제구 연수로 89 이마트 연제점,37.5004641,127.0467225
이마트,마트,영등포점,02-3468-1234,"""총 1790대""",서울특별시 영등포구 영중로 15,37.5004641,127.0467225
이마트,마트,영천점,054-330-1234,총 594대,경상북도 영천시 최무선로 83,37.5004641,127.0467225
이마트,마트,오산점,031-369-7123,총 770대,경기도 오산시 경기대로 181,37.5004641,127.0467225
이마트,마트,왕십리점,02-2200-1234,"""총 1086대""",서울특별시 성동구 왕십리광장로 17 이마트 왕십리점,37.5004641,127.0467225
이마트,마트,용산점,02-2012-1234,"""총 2100대""",서울특별시 용산구  한강대로23길 55,37.5004641,127.0467225
이마트,마트,용인점,031-326-1234,총 435대,경기도 용인시 처인구 명지로 53,37.5004641,127.0467225
이마트,마트,울산점,052-220-1234,총 959대,울산광역시 남구 남중로 48,37.5004641,127.0467225
이마트,마트,원주점,033-749-1234,총 559대,강원 원주시 북원로 1928,37.5004641,127.0467225
이마트,마트,월계점,02-2092-1234,총 849대,서울특별시 노원구 마들로3길 15,37.5004641,127.0467225
이마트,마트,월배점,053-607-1234,"""총 1124대""",대구 달서구 진천로 92 (대천동),37.5004641,127.0467225
이마트,마트,위례점,031-8097-1340,총 -대,"""경기 하남시 위례대로 200 (학암동",37.5004641,127.0467225
이마트,마트,은평점,02-380-1234,총 604대,서울 은평구 은평로 111 이마트 은평점,37.5004641,127.0467225
이마트,마트,의왕점,031-8063-1234,총 651대,"""경기 의왕시 경수대로 262 (오전동",37.5004641,127.0467225
이마트,마트,의정부점,031-850-1234,총 688대,경기 의정부시 민락로 210,37.5004641,127.0467225
이마트,마트,이문점,02-959-1234,총 82대,서울특별시 동대문구 이문로 136,37.5004641,127.0467225
이마트,마트,이수점,02-595-1234,총 95 (집趨)대,서울특별시 동작구 사당로 300 이수자이 B1,37.5004641,127.0467225
이마트,마트,이천점,031-644-8123,총 440대,경기 이천시 이섭대천로 1440-50,37.5004641,127.0467225
이마트,마트,익산점,063-860-1234,총 688대,전라북도 익산시 평동로 705,37.5004641,127.0467225
이마트,마트,인천공항점,032-744-1234,총 78대,인천광역시 중구 공항로424번길 36 에어조이 B1층,37.5004641,127.0467225
이마트,마트,일렉트로마트 SF 부천점,02-6386-1316,총 -대,경기 부천시 옥길로 1 3층,37.5004641,127.0467225
이마트,마트,일렉트로마트 명지점,051-990-0273,총 1273대,"""부산 강서구 명지국제6로 168 (명지동",37.5004641,127.0467225
이마트,마트,일산점,031-900-1234,총 342대,경기 고양 일산동구 중앙로 1124,37.5004641,127.0467225
이마트,마트,자양점,02-2024-1234,총 1058대,서울특별시 광진구 아차산로 272,37.5004641,127.0467225
이마트,마트,전주점,063-259-1234,총 867대,전북 전주시 완산구 당산로 111,37.5004641,127.0467225
이마트,마트,제주점,064-729-1234,총 540대,제주특별자치도 제주시 탑동로 38,37.5004641,127.0467225
이마트,마트,제천점,043-641-1234,총 529대,충청북도 제천시 장평천로 11,37.5004641,127.0467225
이마트,마트,죽전점,031-888-1234,총 1283대,경기도 용인시 수지구 포은대로 552,37.5004641,127.0467225
이마트,마트,중동점,032-718-1234,총 707대,"""경기 부천시 석천로 188 (중동",37.5004641,127.0467225
이마트,마트,진접점,031-522-1234,총 531대,경기도 남양주시 진접읍 금강로유연들1길 154,37.5004641,127.0467225
이마트,마트,진주점,055-749-1234,총 473대,경남 진주시 진양호로 477,37.5004641,127.0467225
이마트,마트,창동점,02-901-1234,총 159대,서울 도봉구 노해로 65길 4,37.5004641,127.0467225
이마트,마트,창원점,055-211-1234,총 815대,경상남도 창원시 성산구 원이대로 608,37.5004641,127.0467225
이마트,마트,천안서북점,041-580-9123,총 708대,충남 천안시 서북구 삼성대로 20,37.5004641,127.0467225
이마트,마트,천안점,041-620-1234,총 680대,충남 천안시 서북구 충무로 187,37.5004641,127.0467225
이마트,마트,천안터미널점,041-411-1234,"""총 1636대""",충청남도 천안시 동남구 만남로 43,37.5004641,127.0467225
이마트,마트,천호점,02-2224-1234,총 114대,서울 강동구 천호대로 1017,37.5004641,127.0467225
이마트,마트,청계천점,02-2290-1234,"""총 1000대""",서울특별시 중구 청계천로 400,37.5004641,127.0467225
이마트,마트,청주점,043-210-1234,총 510대,충북 청주시 서원구 청남로 1853,37.5004641,127.0467225
이마트,마트,춘천점,033-240-1234,총 687대,강원도 춘천시 경춘로 2353,37.5004641,127.0467225
이마트,마트,충주점,043-841-1234,총 619대,충북 충주시 중원대로 3420,37.5004641,127.0467225
이마트,마트,칠성점,053-609-1234,"""총 1200대""",대구 북구 침산로 93,37.5004641,127.0467225
이마트,마트,킨텍스점,031-936-1123,"""총 1374대""",경기도 고양시 일산서구 킨텍스로 171(대화동),37.5004641,127.0467225
이마트,마트,태백점,033-580-1234,총 310대,강원도 태백시 굴거랑길 4,37.5004641,127.0467225
이마트,마트,통영점,055-650-1234,총 770대,경상남도 통영시 광도면 죽림4로 9,37.5004641,127.0467225
이마트,마트,트레이더스 고양점,031-5174-1234,총 4500대,경기도 고양시 덕양구 고양대로 1955(동산동) 스타필드 고양 지하 2층,37.5004641,127.0467225
이마트,마트,트레이더스 구성점,031-327-1234,총 851대,경기도 용인시 기흥구 용구대로 2457,37.5004641,127.0467225
이마트,마트,트레이더스 군포점,031-361-3456,총 714대,경기 군포시 삼성로 74 (부곡동),37.5004641,127.0467225
이마트,마트,트레이더스 김포점,031-8048-5678,총 688대,"""경기 김포시 김포대로 715 (풍무동",37.5004641,127.0467225
이마트,마트,트레이더스 명지점,051-922-4100,총 1273대,"""부산 강서구 명지국제6로 168 (명지동",37.5004641,127.0467225
이마트,마트,트레이더스 부천점,02-6256-1234,"""총 1866대""",경기 부천시 옥길로 1 지하2층,37.5004641,127.0467225
이마트,마트,트레이더스 비산점,053-714-1234,총 607대,대구광역시 서구 팔달로 54,37.5004641,127.0467225
이마트,마트,트레이더스 서면점,051-718-1234,총 840대,부산광역시 부산진구 시민공원로 31,37.5004641,127.0467225
이마트,마트,트레이더스 송림점,032-722-1234,총 934대,인천광역시 동구 봉수대로 82,37.5004641,127.0467225
이마트,마트,트레이더스 수원점,031-8005-1234,총 705대,경기 수원시 영통구 삼성로 2 (신동),37.5004641,127.0467225
이마트,마트,트레이더스 스타필드 하남점,031-8069-1234,"""총 6200대""",경기 하남시 신장동 미사대로 750 하남 스타필드 지하 2층,37.5004641,127.0467225
이마트,마트,트레이더스 안산점,031-363-1234,총 522대,경기도 안산시 단원구 중앙대로 397,37.5004641,127.0467225
이마트,마트,트레이더스 양산점,055-380-6123,총 547대,경상남도 양산시 평산로 16,37.5004641,127.0467225
이마트,마트,트레이더스 월계점,02-6320-1234,총 1274대,"""서울 노원구 마들로3길 17 (월계동",37.5004641,127.0467225
이마트,마트,트레이더스 월평점,042-718-1234,총 953대,대전광역시 서구 한밭대로 580,37.5004641,127.0467225
이마트,마트,트레이더스 위례점,031-8097-1234,총 1843대,경기 하남시 위례대로 200 B3층,37.5004641,127.0467225
이마트,마트,트레이더스 천안아산점,041-423-0123,총 785대,충청남도 아산시 배방읍 고속철대로 133,37.5004641,127.0467225
이마트,마트,트레이더스 킨텍스점,031-810-1013,"""총 1374대""",경기도 고양시 일산서구 킨텍스로 171(대화동),37.5004641,127.0467225
이마트,마트,파주운정점,031-931-2123,총 599대,경기도 파주시 한울로 123,37.5004641,127.0467225
이마트,마트,파주점,031-950-1234,총 600대,경기도 파주시 당하길 10,37.5004641,127.0467225
이마트,마트,펜타포트점,041-537-9123,"""총 1524 (집秒)대""",충청남도 천안시 서북구 공원로 196,37.5004641,127.0467225
이마트,마트,평촌점,031-687-1234,총 640대,경기도 안양시 동안구 시민대로 300,37.5004641,127.0467225
이마트,마트,평택점,031-371-1234,총 620대,경기 평택시 영신로 29,37.5004641,127.0467225
이마트,마트,포천점,031-540-1234,총 440대,경기도 포천시 호국로 915,37.5004641,127.0467225
이마트,마트,포항이동점,054-721-1234,총 767대,경북 포항시 북구 대이로 188,37.5004641,127.0467225
이마트,마트,포항점,054-223-1234,총 891대,경북 포항시 남구 냉천로 10,37.5004641,127.0467225
이마트,마트,풍산점,031-910-1234,총 595대,경기 고양시 일산동구 무궁화로 237,37.5004641,127.0467225
이마트,마트,하남점,031-524-1234,총 620대,경기도 하남시 덕풍서로 70,37.5004641,127.0467225
이마트,마트,하월곡점,02-6936-1234,총 760대,"""서울특별시 성북구 종암로 167 (하월곡동",37.5004641,127.0467225
이마트,마트,해운대점,051-608-1234,총 694대,부산 해운대구 좌동순환로 511,37.5004641,127.0467225
이마트,마트,화성봉담점,031-228-1234,총 589대,경기도 화성시 봉담읍 효행로 278,37.5004641,127.0467225
이마트,마트,화정점,031-995-1234,총 713대,경기도 고양시 덕양구 백양로 79,37.5004641,127.0467225
이마트,마트,흥덕점,031-8021-1234,총 506대,경기도 용인시 기흥구 흥덕중앙로 60,37.5004641,127.0467225